対象日   : 0:受注日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
対象日付 : 2026年07月19日 ～ 2026年08月19日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
受注NO,製品原反,行NO,受注日,指定納期,出荷予定日,今回経理締日付,受注区分,預り区分,初期値取引区分,部門,部門名,担当者,担当者名,得意先,得意先略称,得意先名1,得意先名2,得意先郵便番号,得意先住所1,得意先住所2,得意先住所3,得意先TEL,得意先FAX,納品先,納品先略称,納品先名1,納品先名2,納品先郵便番号,納品先住所1,納品先住所2,納品先住所3,納品先TEL,納品先FAX,出庫倉庫,出庫倉庫名,配送コース,配送コース名,グループ,グループ名,得意先名称入力区分,得意先敬称区分,納品先名称入力区分,納品先敬称区分,依頼NO,受注伝票種別,伝票備考,伝票メモ,伝票合計受注金額,伝票合計消費税額,受注出荷完了区分,受注売上完了区分,画面区分,税区分,計上区分,消費税算出処理区分,消費税算出単位区分,消費税端数処理桁数区,消費税端数処理区分,単価端数処理区分,金額端数処理区分,受注伝票発行フラグ,承認済フラグ,AEC注文番号,AEC連携フラグ,処理区分,拡張項目1,拡張項目2,拡張項目3,拡張項目4,拡張項目5,運送会社,運送会社名,時間指定,納品案内書発行区分,社内備考1,社内備考2,社内備考3,社内備考4,荷姿,工場受注伝票発行フラグ,加工区分,回答納期,例外区分,ユーザ,梱包仕様,梱包仕様名,パレット数,ラベル印字1,ラベル印字2,ラベル印字3,ラベル印字4,特記表示区分,商品特記事項,製造条件特記事項,加工内容,受注総数,原反投入総数,製品登録数,原反登録数,東レ特記事項,出荷時間,用途,用途名,ロットNO管理区分,原価金額,原価単価,数量,在庫場所,投入場所,投入場所名,受注金額,受注消費税額,受注数,受注単価,商品,種類,種類名,用途,用途名,詳細,詳細名,商品分類4,商品分類4名,商品分類5,商品分類5名,在庫分類,在庫分類名,経理分類,経理分類名,商品名1,商品名2,単位,名義区分,明細メモ,明細備考1,明細備考2,生産計画入力,加工完了,出荷日_開始日,出荷日_終了日,売上日_開始日,売上日_最終日,契約NO,投入日付,品名,登録者名,EC面指定,EC面指定名,トリミング,融着,本数
00081958,原反,001,2026/07/27,2026/08/10,2026/08/10,2026/07/31,0:通常,0:通常,01,505201,湖南52,000052,湖南工場,049052,東ﾚﾍﾟﾌ加工品(株) 国分・湖南,,,,,,,,,,,,,,,,,,,520201,湖南工場01本倉庫,0015,末締,02,東レグループ,0:しない,,,,PN08-01,100,,,"7,840",0,1:完了,1:完了,0:通常,1:税抜,0,3:請求合計,1:金額,0:円未満,5:四捨五入,9:切り上げ,5:四捨五入,1:発行済,0:未承認,,0:しない,1:修正,,,,,,,,,,,,,,,,1:後加工,2026/08/10,1:通常,,,,0,,,,,0:1明細目,,,"梱包,EC",400.00,400,1,1,,,50200,ＴＰＩ,1:対象外,0,0.00,400.00,K ,2014,SEC機　湖南,0,0,0.00,0.00,B3O202B05100FBA,551,ペフ,50200,ＴＰＩ,,,,,,,000001,2製品,02,社外加工,FEL3002BGB-05WD-1000X100   B,,M,0:自社,,,,,,,,,,,2026/08/03,7A1 ,古家 淳子,,,,0,4
00081959,製品,001,2026/07/27,2026/08/10,2026/08/10,2026/07/31,0:通常,0:通常,01,505201,湖南52,000052,湖南工場,049052,東ﾚﾍﾟﾌ加工品(株) 国分・湖南,,,,,,,,,,,,,,,,,,,520201,湖南工場01本倉庫,0015,末締,02,東レグループ,0:しない,,,,JR260802,100,,,"76,221",0,1:完了,1:完了,0:通常,1:税抜,0,3:請求合計,1:金額,0:円未満,5:四捨五入,9:切り上げ,5:四捨五入,1:発行済,0:未承認,,0:しない,1:修正,,,,,,,,,,,,,,,,1:後加工,2026/08/10,1:通常,,,,0,,,,,0:1明細目,,,"SEC,梱包,スリット","1,709.00","1,985",2,3,,,50200,ＴＰＩ,1:対象外,0,0.00,"1,649.00",,,,"73,545",0,"1,649.00",44.60,A3O20A087097FB1,551,ペフ,50200,ＴＰＩ,,,,,,,000001,2製品,02,社外加工,30020-A05W- 870X 97   BKB,,M,0:自社,,,,済,済,2026/08/07,2026/08/07,2026/08/07,2026/08/07,P75915,,0   ,古家 淳子,,,1:あり,0,0
00081959,製品,002,2026/07/27,2026/08/10,2026/08/10,2026/07/31,0:通常,0:通常,01,505201,湖南52,000052,湖南工場,049052,東ﾚﾍﾟﾌ加工品(株) 国分・湖南,,,,,,,,,,,,,,,,,,,520201,湖南工場01本倉庫,0015,末締,02,東レグループ,0:しない,,,,JR260802,100,,,"76,221",0,1:完了,1:完了,0:通常,1:税抜,0,3:請求合計,1:金額,0:円未満,5:四捨五入,9:切り上げ,5:四捨五入,1:発行済,0:未承認,,0:しない,1:修正,,,,,,,,,,,,,,,,1:後加工,2026/08/10,1:通常,,,,0,,,,,0:1明細目,,,"SEC,梱包,スリット","1,709.00","1,985",2,3,,,50200,ＴＰＩ,1:対象外,0,0.00,60.00,,,,"2,676",0,60.00,44.60,A3O20A087060FB1,551,ペフ,50200,ＴＰＩ,,,,,,,000001,2製品,02,社外加工,30020-A05W- 870X 60   BKB,,M,0:自社,,,,済,済,2026/08/07,2026/08/07,2026/08/07,2026/08/07,,,0   ,古家 淳子,,,1:あり,0,0
00081959,原反,001,2026/07/27,2026/08/10,2026/08/10,2026/07/31,0:通常,0:通常,01,505201,湖南52,000052,湖南工場,049052,東ﾚﾍﾟﾌ加工品(株) 国分・湖南,,,,,,,,,,,,,,,,,,,520201,湖南工場01本倉庫,0015,末締,02,東レグループ,0:しない,,,,JR260802,100,,,"76,221",0,1:完了,1:完了,0:通常,1:税抜,0,3:請求合計,1:金額,0:円未満,5:四捨五入,9:切り上げ,5:四捨五入,1:発行済,0:未承認,,0:しない,1:修正,,,,,,,,,,,,,,,,1:後加工,2026/08/10,1:通常,,,,0,,,,,0:1明細目,,,"SEC,梱包,スリット","1,709.00","1,985",2,3,,,50200,ＴＰＩ,1:対象外,0,0.00,"1,300.00",K ,2014,SEC機　湖南,0,0,0.00,0.00,B3O202BA0100FBA,551,ペフ,50200,ＴＰＩ,,,,,,,000001,2製品,02,社外加工,FEL3002BGB-05WD-1000X100   BKB,,M,0:自社,,,,,,,,,,,2026/08/03,7A1 ,古家 淳子,,,,0,13
00081959,原反,002,2026/07/27,2026/08/10,2026/08/10,2026/07/31,0:通常,0:通常,01,505201,湖南52,000052,湖南工場,049052,東ﾚﾍﾟﾌ加工品(株) 国分・湖南,,,,,,,,,,,,,,,,,,,520201,湖南工場01本倉庫,0015,末締,02,東レグループ,0:しない,,,,JR260802,100,,,"76,221",0,1:完了,1:完了,0:通常,1:税抜,0,3:請求合計,1:金額,0:円未満,5:四捨五入,9:切り上げ,5:四捨五入,1:発行済,0:未承認,,0:しない,1:修正,,,,,,,,,,,,,,,,1:後加工,2026/08/10,1:通常,,,,0,,,,,0:1明細目,,,"SEC,梱包,スリット","1,709.00","1,985",2,3,,,50200,ＴＰＩ,1:対象外,0,0.00,400.00,K ,2014,SEC機　湖南,0,0,0.00,0.00,B3O202BA0100FBA,551,ペフ,50200,ＴＰＩ,,,,,,,000001,2製品,02,社外加工,FEL3002BGB-05WD-1000X100   BKB,,M,0:自社,,,,,,,,,,,2026/08/03,7A1 ,古家 淳子,,,,0,4
00081959,原反,003,2026/07/27,2026/08/10,2026/08/10,2026/07/31,0:通常,0:通常,01,505201,湖南52,000052,湖南工場,049052,東ﾚﾍﾟﾌ加工品(株) 国分・湖南,,,,,,,,,,,,,,,,,,,520201,湖南工場01本倉庫,0015,末締,02,東レグループ,0:しない,,,,JR260802,100,,,"76,221",0,1:完了,1:完了,0:通常,1:税抜,0,3:請求合計,1:金額,0:円未満,5:四捨五入,9:切り上げ,5:四捨五入,1:発行済,0:未承認,,0:しない,1:修正,,,,,,,,,,,,,,,,1:後加工,2026/08/10,1:通常,,,,0,,,,,0:1明細目,,,"SEC,梱包,スリット","1,709.00","1,985",2,3,,,50200,ＴＰＩ,1:対象外,0,0.00,285.00,K ,2014,SEC機　湖南,0,0,0.00,0.00,B3O202BA0100FBA,551,ペフ,50200,ＴＰＩ,,,,,,,000001,2製品,02,社外加工,FEL3002BGB-05WD-1000X 95   BKB,,M,0:自社,,,,,,,,,,,2026/08/03,7A1 ,古家 淳子,,,,0,3
00081965,製品,001,2026/07/27,2026/10/07,2026/10/07,2026/07/31,0:通常,0:通常,01,105501,営業55,000567,佐藤 久美子,900001,共進向け　在庫分,共進向け　在庫分,,,,,,,,000331,長岡産業(株)大石　配送課,長岡産業株式会社,　大石第２工場　配送課,520-2263,滋賀県大津市大石中6-2-13,,,077-546-7200,077-536-3010,511101,国分工場01本倉庫,0007,随 出荷日＝売上計上,03,その他,1:する,2:様,1:する,2:様,,700,,,0,0,0:未完,0:未完,0:通常,1:税抜,0,1:伝票明細,1:金額,0:円未満,0:切り捨て,0:切り捨て,0:切り捨て,1:発行済,0:未承認,,0:しない,1:修正,,,,,,0001,京滋便,,,,,,,,,2:自社,,1:通常,,,,0,,,,,0:1明細目,自社,,"バーチカル,打抜き","1,800.00",30,1,1,,,51200,自社加工,1:対象外,0,0.00,"1,800.00",,,,0,0,"1,800.00",0.00,A5O5FB4010KS010,551,ペフ,55104,ﾍﾟﾌ　建材　芯材,,,420200,一般-売上,,,000001,2製品,01,社外製品,ｹﾐｶﾙ面戸 CS-11&72,,本,0:自社,,,,一部,,,,,,,,IPAN,野上 亜矢,,,0:なし,0,0
00081965,原反,001,2026/07/27,2026/10/07,2026/10/07,2026/07/31,0:通常,0:通常,01,105501,営業55,000567,佐藤 久美子,900001,共進向け　在庫分,共進向け　在庫分,,,,,,,,000331,長岡産業(株)大石　配送課,長岡産業株式会社,　大石第２工場　配送課,520-2263,滋賀県大津市大石中6-2-13,,,077-546-7200,077-536-3010,511101,国分工場01本倉庫,0007,随 出荷日＝売上計上,03,その他,1:する,2:様,1:する,2:様,,700,,,0,0,0:未完,0:未完,0:通常,1:税抜,0,1:伝票明細,1:金額,0:円未満,0:切り捨て,0:切り捨て,0:切り捨て,1:発行済,0:未承認,,0:しない,1:修正,,,,,,0001,京滋便,,,,,,,,,2:自社,,1:通常,,,,0,,,,,0:1明細目,自社,,"バーチカル,打抜き","1,800.00",30,1,1,,,51200,自社加工,1:対象外,0,0.00,30.00,OD,1111,バーチカルカット,0,0,0.00,0.00,P5O5FB4A0200XG2,551,ペフ,55109,ﾍﾟﾌ　その他,,,420203,一般-仕入-材,,,000001,2製品,01,社外製品,PEﾗｲﾄ B-4 25tX1000X2000（ｸﾞﾚｰ）,,枚,0:自社,,,,,,,,,,,2026/09/04,JSYA,野上 亜矢,,,,0,0
00081966,製品,001,2026/07/27,2026/10/14,2026/10/14,2026/07/31,0:通常,0:通常,01,105501,営業55,000567,佐藤 久美子,900001,共進向け　在庫分,共進向け　在庫分,,,,,,,,000331,長岡産業(株)大石　配送課,長岡産業株式会社,　大石第２工場　配送課,520-2263,滋賀県大津市大石中6-2-13,,,077-546-7200,077-536-3010,511101,国分工場01本倉庫,0007,随 出荷日＝売上計上,03,その他,1:する,2:様,1:する,2:様,,700,,,0,0,0:未完,0:未完,0:通常,1:税抜,0,1:伝票明細,1:金額,0:円未満,0:切り捨て,0:切り捨て,0:切り捨て,1:発行済,0:未承認,,0:しない,0:新規,,,,,,0001,京滋便,,,,,,,,,2:自社,,1:通常,,,,0,,,,,0:1明細目,自社,,"バーチカル,打抜き","1,800.00",30,1,1,,,51200,自社加工,1:対象外,0,0.00,"1,800.00",,,,0,0,"1,800.00",0.00,A5O5FB4010KS010,551,ペフ,55104,ﾍﾟﾌ　建材　芯材,,,420200,一般-売上,,,000001,2製品,01,社外製品,ｹﾐｶﾙ面戸 CS-11&72,,本,0:自社,,,,済,,,,,,,,IPAN,野上 亜矢,,,0:なし,0,0
00081966,原反,001,2026/07/27,2026/10/14,2026/10/14,2026/07/31,0:通常,0:通常,01,105501,営業55,000567,佐藤 久美子,900001,共進向け　在庫分,共進向け　在庫分,,,,,,,,000331,長岡産業(株)大石　配送課,長岡産業株式会社,　大石第２工場　配送課,520-2263,滋賀県大津市大石中6-2-13,,,077-546-7200,077-536-3010,511101,国分工場01本倉庫,0007,随 出荷日＝売上計上,03,その他,1:する,2:様,1:する,2:様,,700,,,0,0,0:未完,0:未完,0:通常,1:税抜,0,1:伝票明細,1:金額,0:円未満,0:切り捨て,0:切り捨て,0:切り捨て,1:発行済,0:未承認,,0:しない,0:新規,,,,,,0001,京滋便,,,,,,,,,2:自社,,1:通常,,,,0,,,,,0:1明細目,自社,,"バーチカル,打抜き","1,800.00",30,1,1,,,51200,自社加工,1:対象外,0,0.00,30.00,,,,0,0,0.00,0.00,P5O5FB4A0200XG2,551,ペフ,55109,ﾍﾟﾌ　その他,,,420203,一般-仕入-材,,,000001,2製品,01,社外製品,PEﾗｲﾄ B-4 25tX1000X2000（ｸﾞﾚｰ）,,枚,0:自社,,,,,,,,,,,,JSYA,野上 亜矢,,,,0,0
00081967,製品,001,2026/07/27,2026/10/21,2026/10/21,2026/07/31,0:通常,0:通常,01,105501,営業55,000567,佐藤 久美子,900001,共進向け　在庫分,共進向け　在庫分,,,,,,,,000331,長岡産業(株)大石　配送課,長岡産業株式会社,　大石第２工場　配送課,520-2263,滋賀県大津市大石中6-2-13,,,077-546-7200,077-536-3010,511101,国分工場01本倉庫,0007,随 出荷日＝売上計上,03,その他,1:する,2:様,1:する,2:様,,700,,,0,0,0:未完,0:未完,0:通常,1:税抜,0,1:伝票明細,1:金額,0:円未満,0:切り捨て,0:切り捨て,0:切り捨て,1:発行済,0:未承認,,0:しない,1:修正,,,,,,0001,京滋便,,,,,,,,,2:自社,,1:通常,,,,0,,,,,0:1明細目,自社,,"バーチカル,打抜き","1,800.00",30,1,1,,,51200,自社加工,1:対象外,0,0.00,"1,800.00",,,,0,0,"1,800.00",0.00,A5O5FB4010KS010,551,ペフ,55104,ﾍﾟﾌ　建材　芯材,,,420200,一般-売上,,,000001,2製品,01,社外製品,ｹﾐｶﾙ面戸 CS-11&72,,本,0:自社,,,,済,,,,,,,,IPAN,野上 亜矢,,,0:なし,0,0
00081967,原反,001,2026/07/27,2026/10/21,2026/10/21,2026/07/31,0:通常,0:通常,01,105501,営業55,000567,佐藤 久美子,900001,共進向け　在庫分,共進向け　在庫分,,,,,,,,000331,長岡産業(株)大石　配送課,長岡産業株式会社,　大石第２工場　配送課,520-2263,滋賀県大津市大石中6-2-13,,,077-546-7200,077-536-3010,511101,国分工場01本倉庫,0007,随 出荷日＝売上計上,03,その他,1:する,2:様,1:する,2:様,,700,,,0,0,0:未完,0:未完,0:通常,1:税抜,0,1:伝票明細,1:金額,0:円未満,0:切り捨て,0:切り捨て,0:切り捨て,1:発行済,0:未承認,,0:しない,1:修正,,,,,,0001,京滋便,,,,,,,,,2:自社,,1:通常,,,,0,,,,,0:1明細目,自社,,"バーチカル,打抜き","1,800.00",30,1,1,,,51200,自社加工,1:対象外,0,0.00,30.00,OD,1111,バーチカルカット,0,0,0.00,0.00,P5O5FB4A0200XG2,551,ペフ,55109,ﾍﾟﾌ　その他,,,420203,一般-仕入-材,,,000001,2製品,01,社外製品,PEﾗｲﾄ B-4 25tX1000X2000（ｸﾞﾚｰ）,,枚,0:自社,,,,,,,,,,,2026/10/05,JSYA,野上 亜矢,,,,0,0
00081968,製品,001,2026/07/27,2026/10/15,2026/10/15,2026/07/31,0:通常,0:通常,01,105501,営業55,000567,佐藤 久美子,900001,共進向け　在庫分,共進向け　在庫分,,,,,,,,096001,(株)明光ﾌｧｸﾄﾘｰ,株式会社 明光ファクトリー,,520-2263,滋賀県大津市,大石中6丁目2-25,,077-548-8853,077-548-8843,511101,国分工場01本倉庫,0007,随 出荷日＝売上計上,03,その他,1:する,2:様,1:する,2:様,,700,,,0,0,0:未完,0:未完,0:通常,1:税抜,0,1:伝票明細,1:金額,0:円未満,0:切り捨て,0:切り捨て,0:切り捨て,1:発行済,0:未承認,,0:しない,1:修正,,,,,,1002,お客様引取,,,国分から大石への横持ちは9/30(水)希望です。営業で京滋便を手配します。,,,営)国分・大石へ出力,,,2:自社,,1:通常,,,,0,,,,,0:1明細目,自社,,"バーチカル,打抜き,目",720.00,16,1,1,,,51200,自社加工,1:対象外,0,0.00,720.00,,,,0,0,720.00,0.00,A5OAFB401001ZG2,551,ペフ,55104,ﾍﾟﾌ　建材　芯材,,,420200,一般-売上,,,000001,2製品,01,社外製品,ｹﾐｶﾙ面戸 CS-9,,本,0:自社,,,,一部,,,,,,,,IPAN,野上 亜矢,,,0:なし,0,0
00081968,原反,001,2026/07/27,2026/10/15,2026/10/15,2026/07/31,0:通常,0:通常,01,105501,営業55,000567,佐藤 久美子,900001,共進向け　在庫分,共進向け　在庫分,,,,,,,,096001,(株)明光ﾌｧｸﾄﾘｰ,株式会社 明光ファクトリー,,520-2263,滋賀県大津市,大石中6丁目2-25,,077-548-8853,077-548-8843,511101,国分工場01本倉庫,0007,随 出荷日＝売上計上,03,その他,1:する,2:様,1:する,2:様,,700,,,0,0,0:未完,0:未完,0:通常,1:税抜,0,1:伝票明細,1:金額,0:円未満,0:切り捨て,0:切り捨て,0:切り捨て,1:発行済,0:未承認,,0:しない,1:修正,,,,,,1002,お客様引取,,,国分から大石への横持ちは9/30(水)希望です。営業で京滋便を手配します。,,,営)国分・大石へ出力,,,2:自社,,1:通常,,,,0,,,,,0:1明細目,自社,,"バーチカル,打抜き,目",720.00,16,1,1,,,51200,自社加工,1:対象外,0,0.00,16.00,OD,1111,バーチカルカット,0,0,0.00,0.00,P5OAFB4A0200XG2,551,ペフ,51200,自社加工,,,420203,一般-仕入-材,,,000003,4原材料,01,社外製品,PEﾗｲﾄ B-4 50tX1000X2000（ｸﾞﾚｰ）,,枚,0:自社,,,,,,,,,,,2026/10/05,JSYA,野上 亜矢,,,,0,0
00081969,製品,001,2026/07/27,2026/08/20,2026/08/20,2026/07/31,0:通常,0:通常,01,505101,国分後加工511,000051,国分後加工,049006,東ﾚ(株) 自材部,,,,,,,,,,,,,,,,,,,511101,国分工場01本倉庫,0015,末締,01,東レ本体,0:しない,,,,Y8-35,100,,,"54,000",0,1:完了,0:未完,0:通常,1:税抜,0,3:請求合計,1:金額,0:円未満,5:四捨五入,0:切り捨て,9:切り上げ,1:発行済,0:未承認,,0:しない,1:修正,,,,,,0051,国分,,,,,,,,,1:後加工,2026/08/20,1:通常,日東電工,,,0,,,,,0:1明細目,検査表提出。,紙管:3x10x1100　巻き出し方向：Ｈ面上出し　圧力5.0kgでカットOK　検査表提出。ぬれ検査頻度：1回/5本,EC,"3,000.00","3,000",1,1,"試験成績書発行
3インチ紙管
肉厚10mm",,50103,トーレペフ Y(工材),1:対象外,0,0.00,"3,000.00",,,,"54,000",0,"3,000.00",18.00,A1711NZB0300FN1,551,ペフ,50103,トーレペフ Y(工材),,,999999,対象外,,,000001,2製品,02,社外加工,07011-NZ00-1100x300FA D,,m,0:自社,,,,済,済,2026/08/17,2026/08/18,,,190060H,,6713,河合 直樹,01,両面,0:なし,0,0
00081969,原反,001,2026/07/27,2026/08/20,2026/08/20,2026/07/31,0:通常,0:通常,01,505101,国分後加工511,000051,国分後加工,049006,東ﾚ(株) 自材部,,,,,,,,,,,,,,,,,,,511101,国分工場01本倉庫,0015,末締,01,東レ本体,0:しない,,,,Y8-35,100,,,"54,000",0,1:完了,0:未完,0:通常,1:税抜,0,3:請求合計,1:金額,0:円未満,5:四捨五入,0:切り捨て,9:切り上げ,1:発行済,0:未承認,,0:しない,1:修正,,,,,,0051,国分,,,,,,,,,1:後加工,2026/08/20,1:通常,日東電工,,,0,,,,,0:1明細目,検査表提出。,紙管:3x10x1100　巻き出し方向：Ｈ面上出し　圧力5.0kgでカットOK　検査表提出。ぬれ検査頻度：1回/5本,EC,"3,000.00","3,000",1,1,"試験成績書発行
3インチ紙管
肉厚10mm",,50103,トーレペフ Y(工材),1:対象外,0,0.00,"3,000.00",SG,1013,LAC/EC機,0,0,0.00,0.00,B1711AZB0300FN1,551,ペフ,55109,ﾍﾟﾌ　その他,,,,,,,000001,2製品,02,社外加工,07011-AZ00-1100X300FA    C,,m,0:自社,,,,,,,,,,,2026/08/17,6710,河合 直樹,,,,0,10
00081970,製品,001,2026/07/27,2026/08/20,2026/08/20,2026/07/31,0:通常,0:通常,01,505101,国分後加工511,000051,国分後加工,049006,東ﾚ(株) 自材部,,,,,,,,,,,,,,,,,,,511101,国分工場01本倉庫,0015,末締,01,東レ本体,0:しない,,,,C8-1,100,,,"54,000",0,0:未完,0:未完,0:通常,1:税抜,0,3:請求合計,1:金額,0:円未満,5:四捨五入,0:切り捨て,9:切り上げ,1:発行済,0:未承認,,0:しない,1:修正,,,,,,0051,国分,,,,,,,,,1:後加工,2026/08/20,1:通常,コニシ,,,0,,,,,0:1明細目,3インチ紙管,接続：ベージュテープ50mm幅　ぬれ検査頻度：1回/5本,EC,"3,000.00","3,000",1,1,3インチ紙管,,50103,トーレペフ Y(工材),1:対象外,0,0.00,"3,000.00",,,,"54,000",0,"3,000.00",18.00,A1F11NYC4300FWC,551,ペフ,50103,トーレペフ Y(工材),,,999999,対象外,,,000001,2製品,02,社外加工,15011-NY00-1240x300FAWH1V,,m,0:自社,,,,済,一部,2026/08/17,2026/08/18,,,189911Y,,6713,河合 直樹,01,両面,0:なし,0,0
00081970,原反,001,2026/07/27,2026/08/20,2026/08/20,2026/07/31,0:通常,0:通常,01,505101,国分後加工511,000051,国分後加工,049006,東ﾚ(株) 自材部,,,,,,,,,,,,,,,,,,,511101,国分工場01本倉庫,0015,末締,01,東レ本体,0:しない,,,,C8-1,100,,,"54,000",0,0:未完,0:未完,0:通常,1:税抜,0,3:請求合計,1:金額,0:円未満,5:四捨五入,0:切り捨て,9:切り上げ,1:発行済,0:未承認,,0:しない,1:修正,,,,,,0051,国分,,,,,,,,,1:後加工,2026/08/20,1:通常,コニシ,,,0,,,,,0:1明細目,3インチ紙管,接続：ベージュテープ50mm幅　ぬれ検査頻度：1回/5本,EC,"3,000.00","3,000",1,1,3インチ紙管,,50103,トーレペフ Y(工材),1:対象外,0,0.00,"3,000.00",SG,1021,EC,0,0,0.00,0.00,B1F11AYC4300FW3,551,ペフ,55109,ﾍﾟﾌ　その他,,,,,,,000001,2製品,02,社外加工,15011-AY00-1240X300FA WH1C,,m,0:自社,,,,,,,,,,,2026/08/17,6710,河合 直樹,,,,0,10
00081971,製品,001,2026/07/27,2026/08/04,2026/08/04,2026/07/31,0:通常,0:通常,01,505101,国分後加工511,000051,国分後加工,049006,東ﾚ(株) 自材部,,,,,,,,,,,,,,,,,,,511101,国分工場01本倉庫,0015,末締,01,東レ本体,0:しない,,,,C8-2,100,,,"19,800",0,1:完了,1:完了,0:通常,1:税抜,0,3:請求合計,1:金額,0:円未満,5:四捨五入,0:切り捨て,9:切り上げ,1:発行済,0:未承認,,0:しない,1:修正,,,,,,0051,国分,,,,,,,,,1:後加工,2026/08/04,1:通常,山宗,,,0,,,,,0:1明細目,,"4枚割り
一次加工製品厚み規格は1.7～2.5",スライス,"1,200.00",300,2,1,,,50103,トーレペフ Y(工材),1:対象外,0,0.00,600.00,,,,"9,900",0,600.00,16.50,A1F10BAA0150FN1,551,ペフ,50103,トーレペフ Y(工材),,,999999,対象外,,,000001,2製品,02,社外加工,15010-BA00-1000x150FA C,原反15040/4枚割り,m,0:自社,,,,済,済,2026/08/03,2026/08/03,2026/08/12,2026/08/12,189920V,,6713,河合 直樹,,,0:なし,0,0
00081971,製品,002,2026/07/27,2026/08/04,2026/08/04,2026/07/31,0:通常,0:通常,01,505101,国分後加工511,000051,国分後加工,049006,東ﾚ(株) 自材部,,,,,,,,,,,,,,,,,,,511101,国分工場01本倉庫,0015,末締,01,東レ本体,0:しない,,,,C8-2,100,,,"19,800",0,1:完了,1:完了,0:通常,1:税抜,0,3:請求合計,1:金額,0:円未満,5:四捨五入,0:切り捨て,9:切り上げ,1:発行済,0:未承認,,0:しない,1:修正,,,,,,0051,国分,,,,,,,,,1:後加工,2026/08/04,1:通常,山宗,,,0,,,,,0:1明細目,,"4枚割り
一次加工製品厚み規格は1.7～2.5",スライス,"1,200.00",300,2,1,,,50103,トーレペフ Y(工材),1:対象外,0,0.00,600.00,,,,"9,900",0,600.00,16.50,A1F10CAA0150FN1,551,ペフ,50103,トーレペフ Y(工材),,,999999,対象外,,,000001,2製品,02,社外加工,15010-CA00-1000X150FA    C,原反15040/4枚割り,m,0:自社,,,,済,済,2026/08/03,2026/08/03,2026/08/12,2026/08/12,189921B,,6713,河合 直樹,,,0:なし,0,0
00081971,原反,001,2026/07/27,2026/08/04,2026/08/04,2026/07/31,0:通常,0:通常,01,505101,国分後加工511,000051,国分後加工,049006,東ﾚ(株) 自材部,,,,,,,,,,,,,,,,,,,511101,国分工場01本倉庫,0015,末締,01,東レ本体,0:しない,,,,C8-2,100,,,"19,800",0,1:完了,1:完了,0:通常,1:税抜,0,3:請求合計,1:金額,0:円未満,5:四捨五入,0:切り捨て,9:切り上げ,1:発行済,0:未承認,,0:しない,1:修正,,,,,,0051,国分,,,,,,,,,1:後加工,2026/08/04,1:通常,山宗,,,0,,,,,0:1明細目,,"4枚割り
一次加工製品厚み規格は1.7～2.5",スライス,"1,200.00",300,2,1,,,50103,トーレペフ Y(工材),1:対象外,0,0.00,300.00,SG,1022,スライス機3,0,0,0.00,0.00,B1F40AAA0075FB4,551,ペフ,55109,ﾍﾟﾌ　その他,,,,,,,000003,4原材料,02,社外加工,15040-AA00-1000X150FA    C,,m,0:自社,,,,,,,,,,,2026/07/30,6710,河合 直樹,,,,0,2
00081972,製品,001,2026/07/27,2026/07/31,2026/07/31,2026/07/31,0:通常,0:通常,01,505101,国分後加工511,000051,国分後加工,049006,東ﾚ(株) 自材部,,,,,,,,,,,,,,,,,,,511101,国分工場01本倉庫,0015,末締,01,東レ本体,0:しない,,,,C8-3,100,,,"39,600",0,1:完了,1:完了,0:通常,1:税抜,0,3:請求合計,1:金額,0:円未満,5:四捨五入,0:切り捨て,9:切り上げ,1:発行済,0:未承認,,0:しない,1:修正,,,,,,0051,国分,,,,,,,,,1:後加工,2026/07/31,1:通常,山宗,,,0,,,,,0:1明細目,,,スライス,"2,400.00",600,2,1,,,50103,トーレペフ Y(工材),1:対象外,0,0.00,"1,200.00",,,,"19,800",0,"1,200.00",16.50,A1O10BGA3200FBD,551,ペフ,50103,トーレペフ Y(工材),,,999999,対象外,,,000001,2製品,02,社外加工,30010-BG00-1030x200FABK0C,,m,0:自社,,,,済,済,2026/07/31,2026/07/31,2026/07/31,2026/07/31,189909L,,6713,河合 直樹,,,0:なし,0,0
